CHECK_A,DURATION,C_HIST,PURPOSE,AMOUNT,SAVE_A,EMPLOY,INSTALL_R,PERSONAL,GUARANTEE,RESIDENCE,PROPERTY,AGE,INSTALL_P,HOUSING,N_EXIST,JOB,N_PEOPLE,TEL,FOREIGN,CREDIT
LT_0DM,48,existing_paid,education,7476,lt_100DM,4to7YR,4,MALE_SINGLE,none,1,no_property,50,none,for_free,1,mgmt_selfemp,1,yes,yes,0
0to200DM,12,existing_paid,furn_equip,1922,lt_100DM,1to4YR,4,MALE_SINGLE,none,2,savings,37,none,own,1,unskilled_res,1,none,yes,1
LT_0DM,24,existing_paid,car_new,2303,lt_100DM,GT_7YR,4,MALE_SINGLE,co-applicant,1,real_estate,45,none,own,1,skilled_office,1,none,yes,1
0to200DM,36,delay_in_past,car_new,8086,100_500DM,GT_7YR,2,MALE_SINGLE,none,4,vehicle,42,none,own,4,mgmt_selfemp,1,yes,yes,1
NO_CHECK_A,24,critical_acc,car_used,2346,lt_100DM,4to7YR,4,MALE_SINGLE,none,3,vehicle,35,none,own,2,skilled_office,1,yes,yes,0
LT_0DM,14,existing_paid,car_new,3973,lt_100DM,unemployed,1,MALE_SINGLE,none,4,no_property,22,none,for_free,1,skilled_office,1,none,yes,0
0to200DM,12,existing_paid,car_new,888,lt_100DM,GT_7YR,4,MALE_SINGLE,none,4,vehicle,41,bank,own,1,unskilled_res,2,none,yes,1
NO_CHECK_A,48,existing_paid,radio_tv,10222,NO_SAVINGS_ACC,4to7YR,4,MALE_SINGLE,none,3,vehicle,37,stores,own,1,skilled_office,1,yes,yes,0
0to200DM,30,no_credit,business,4221,lt_100DM,1to4YR,2,FEMALE_DIVORCED,none,1,vehicle,28,none,own,2,skilled_office,1,none,yes,0
0to200DM,18,critical_acc,furn_equip,6361,lt_100DM,GT_7YR,2,MALE_SINGLE,none,1,no_property,41,none,own,1,skilled_office,1,yes,yes,0
GT_200DM,12,existing_paid,radio_tv,1297,lt_100DM,1to4YR,3,MALE_MARRIED,none,4,real_estate,23,none,rent,1,skilled_office,1,none,yes,0
LT_0DM,12,existing_paid,car_new,900,NO_SAVINGS_ACC,1to4YR,4,MALE_MARRIED,none,2,vehicle,23,none,own,1,skilled_office,1,none,yes,1
NO_CHECK_A,21,existing_paid,furn_equip,2241,lt_100DM,GT_7YR,4,MALE_SINGLE,none,2,real_estate,50,none,own,2,skilled_office,1,none,yes,0
0to200DM,6,delay_in_past,furn_equip,1050,lt_100DM,unemployed,4,MALE_SINGLE,none,1,savings,35,stores,own,2,mgmt_selfemp,1,yes,yes,0
GT_200DM,6,critical_acc,education,1047,lt_100DM,1to4YR,2,FEMALE_DIVORCED,none,4,savings,50,none,own,1,unskilled_res,1,none,yes,0
NO_CHECK_A,24,critical_acc,car_used0,6314,lt_100DM,unemployed,4,MALE_SINGLE,co-applicant,2,no_property,27,bank,own,2,mgmt_selfemp,1,yes,yes,0
0to200DM,30,credit_thisbank_paid,furn_equip,3496,GT_1000DM,1to4YR,4,MALE_SINGLE,none,2,vehicle,34,stores,own,1,skilled_office,2,yes,yes,0
NO_CHECK_A,48,credit_thisbank_paid,business,3609,lt_100DM,1to4YR,1,FEMALE_DIVORCED,none,1,real_estate,27,stores,own,1,skilled_office,1,none,yes,0
LT_0DM,12,critical_acc,car_new,4843,lt_100DM,GT_7YR,3,MALE_SINGLE,co-applicant,4,savings,43,none,rent,2,skilled_office,1,yes,yes,1
GT_200DM,30,critical_acc,radio_tv,3017,lt_100DM,GT_7YR,4,MALE_SINGLE,none,4,savings,47,none,own,1,skilled_office,1,none,yes,0
NO_CHECK_A,24,critical_acc,business,4139,100_500DM,1to4YR,3,MALE_SINGLE,none,3,savings,27,none,own,2,unskilled_res,1,yes,yes,0
NO_CHECK_A,36,existing_paid,business,5742,100_500DM,4to7YR,2,MALE_SINGLE,none,2,vehicle,31,none,own,2,skilled_office,1,yes,yes,0
NO_CHECK_A,60,existing_paid,car_new,10366,lt_100DM,GT_7YR,2,MALE_SINGLE,none,4,savings,42,none,own,1,mgmt_selfemp,1,yes,yes,0
NO_CHECK_A,6,critical_acc,car_new,2080,500_1000DM,1to4YR,1,MALE_MARRIED,none,2,vehicle,24,none,own,1,skilled_office,1,none,yes,0
NO_CHECK_A,21,delay_in_past,business,2580,500_1000DM,LT_1YR,4,MALE_SINGLE,none,2,real_estate,41,bank,own,1,unskilled_res,2,none,yes,1
NO_CHECK_A,30,critical_acc,radio_tv,4530,lt_100DM,4to7YR,4,FEMALE_DIVORCED,none,4,vehicle,26,none,rent,1,mgmt_selfemp,1,yes,yes,0
NO_CHECK_A,24,critical_acc,furn_equip,5150,lt_100DM,GT_7YR,4,MALE_SINGLE,none,4,vehicle,33,none,own,1,skilled_office,1,yes,yes,0
0to200DM,72,existing_paid,radio_tv,5595,100_500DM,1to4YR,2,MALE_MARRIED,none,2,vehicle,24,none,own,1,skilled_office,1,none,yes,1
LT_0DM,24,existing_paid,radio_tv,2384,lt_100DM,GT_7YR,4,MALE_SINGLE,none,4,real_estate,64,bank,rent,1,unskilled_res,1,none,yes,0
NO_CHECK_A,18,existing_paid,radio_tv,1453,lt_100DM,LT_1YR,3,FEMALE_DIVORCED,none,1,real_estate,26,none,own,1,skilled_office,1,none,yes,0
NO_CHECK_A,6,existing_paid,education,1538,lt_100DM,LT_1YR,1,FEMALE_DIVORCED,none,2,no_property,56,none,own,1,skilled_office,1,none,yes,0
NO_CHECK_A,12,existing_paid,radio_tv,2279,NO_SAVINGS_ACC,1to4YR,4,MALE_SINGLE,none,4,no_property,37,none,for_free,1,skilled_office,1,yes,yes,0
NO_CHECK_A,15,delay_in_past,radio_tv,1478,lt_100DM,1to4YR,4,MALE_MARRIED,none,3,real_estate,33,bank,own,2,skilled_office,1,none,yes,0
NO_CHECK_A,24,critical_acc,radio_tv,5103,lt_100DM,LT_1YR,3,MALE_MARRIED,none,3,no_property,47,none,for_free,3,skilled_office,1,yes,yes,0
0to200DM,36,delay_in_past,business,9857,100_500DM,4to7YR,1,MALE_SINGLE,none,3,savings,31,none,own,2,unskilled_res,2,yes,yes,0
NO_CHECK_A,60,existing_paid,car_new,6527,NO_SAVINGS_ACC,1to4YR,4,MALE_SINGLE,none,4,no_property,34,none,for_free,1,skilled_office,2,yes,yes,0
GT_200DM,10,critical_acc,radio_tv,1347,NO_SAVINGS_ACC,4to7YR,4,MALE_SINGLE,none,2,savings,27,none,own,2,skilled_office,1,yes,yes,0
0to200DM,36,delay_in_past,car_new,2862,100_500DM,GT_7YR,4,MALE_SINGLE,none,3,no_property,30,none,for_free,1,skilled_office,1,none,yes,0
NO_CHECK_A,9,existing_paid,radio_tv,2753,100_500DM,GT_7YR,3,MALE_SINGLE,co-applicant,4,vehicle,35,none,own,1,skilled_office,1,yes,yes,0
LT_0DM,12,existing_paid,car_new,3651,GT_1000DM,1to4YR,1,MALE_SINGLE,none,3,savings,31,none,own,1,skilled_office,2,none,yes,0
LT_0DM,15,critical_acc,furn_equip,975,lt_100DM,1to4YR,2,MALE_DIVORCED,none,3,savings,25,none,own,2,skilled_office,1,none,yes,0
0to200DM,15,existing_paid,repairs,2631,100_500DM,1to4YR,3,FEMALE_DIVORCED,none,2,real_estate,25,none,own,1,unskilled_res,1,none,yes,0
0to200DM,24,existing_paid,radio_tv,2896,100_500DM,LT_1YR,2,MALE_SINGLE,none,1,vehicle,29,none,own,1,skilled_office,1,none,yes,0
LT_0DM,6,critical_acc,car_new,4716,NO_SAVINGS_ACC,LT_1YR,1,MALE_SINGLE,none,3,real_estate,44,none,own,2,unskilled_res,2,none,yes,0
NO_CHECK_A,24,existing_paid,radio_tv,2284,lt_100DM,4to7YR,4,MALE_SINGLE,none,2,vehicle,28,none,own,1,skilled_office,1,yes,yes,0
NO_CHECK_A,6,existing_paid,car_used,1236,500_1000DM,1to4YR,2,MALE_SINGLE,none,4,savings,50,none,rent,1,skilled_office,1,none,yes,0
0to200DM,12,existing_paid,radio_tv,1103,lt_100DM,4to7YR,4,MALE_SINGLE,guarantor,3,real_estate,29,none,own,2,skilled_office,1,none,no,0
NO_CHECK_A,12,critical_acc,car_new,926,lt_100DM,unemployed,1,FEMALE_DIVORCED,none,2,savings,38,none,own,1,unskilled_non_res,1,none,yes,0
NO_CHECK_A,18,critical_acc,radio_tv,1800,lt_100DM,1to4YR,4,MALE_SINGLE,none,2,vehicle,24,none,own,2,skilled_office,1,none,yes,0
GT_200DM,15,existing_paid,education,1905,lt_100DM,GT_7YR,4,MALE_SINGLE,none,4,vehicle,40,none,rent,1,mgmt_selfemp,1,yes,yes,0
NO_CHECK_A,12,existing_paid,furn_equip,1123,500_1000DM,1to4YR,4,FEMALE_DIVORCED,none,4,vehicle,29,none,rent,1,unskilled_res,1,none,yes,1
LT_0DM,48,critical_acc,car_used,6331,lt_100DM,GT_7YR,4,MALE_SINGLE,none,4,no_property,46,none,for_free,2,skilled_office,1,yes,yes,1
GT_200DM,24,existing_paid,radio_tv,1377,100_500DM,GT_7YR,4,FEMALE_DIVORCED,none,2,no_property,47,none,for_free,1,skilled_office,1,yes,yes,0
0to200DM,30,delay_in_past,business,2503,100_500DM,GT_7YR,4,MALE_SINGLE,none,2,savings,41,stores,own,2,skilled_office,1,none,yes,0
0to200DM,27,existing_paid,business,2528,lt_100DM,LT_1YR,4,FEMALE_DIVORCED,none,1,savings,32,none,own,1,skilled_office,2,yes,yes,0
NO_CHECK_A,15,existing_paid,car_new,5324,500_1000DM,GT_7YR,1,FEMALE_DIVORCED,none,4,no_property,35,none,for_free,1,skilled_office,1,none,yes,0
0to200DM,48,existing_paid,car_new,6560,100_500DM,4to7YR,3,MALE_SINGLE,none,2,savings,24,none,own,1,skilled_office,1,none,yes,1
0to200DM,12,no_credit,furn_equip,2969,lt_100DM,LT_1YR,4,FEMALE_DIVORCED,none,3,savings,25,none,rent,2,skilled_office,1,none,yes,1
0to200DM,9,existing_paid,radio_tv,1206,lt_100DM,GT_7YR,4,FEMALE_DIVORCED,none,4,real_estate,25,none,own,1,skilled_office,1,none,yes,0
0to200DM,9,existing_paid,radio_tv,2118,lt_100DM,1to4YR,2,MALE_SINGLE,none,2,real_estate,37,none,own,1,unskilled_res,2,none,yes,0
NO_CHECK_A,18,critical_acc,radio_tv,629,500_1000DM,GT_7YR,4,MALE_SINGLE,none,3,savings,32,bank,own,2,mgmt_selfemp,1,yes,yes,0
LT_0DM,6,credit_thisbank_paid,education,1198,lt_100DM,GT_7YR,4,FEMALE_DIVORCED,none,4,no_property,35,none,for_free,1,skilled_office,1,none,yes,1
NO_CHECK_A,21,existing_paid,car_used,2476,NO_SAVINGS_ACC,GT_7YR,4,MALE_SINGLE,none,4,real_estate,46,none,own,1,mgmt_selfemp,1,yes,yes,0
LT_0DM,9,critical_acc,radio_tv,1138,lt_100DM,1to4YR,4,MALE_SINGLE,none,4,real_estate,25,none,own,2,unskilled_res,1,none,yes,0
0to200DM,60,existing_paid,car_new,14027,lt_100DM,4to7YR,4,MALE_SINGLE,none,2,no_property,27,none,own,1,mgmt_selfemp,1,yes,yes,1
NO_CHECK_A,30,critical_acc,car_used,7596,NO_SAVINGS_ACC,GT_7YR,1,MALE_SINGLE,none,4,vehicle,63,none,own,2,skilled_office,1,none,yes,0
NO_CHECK_A,30,critical_acc,radio_tv,3077,NO_SAVINGS_ACC,GT_7YR,3,MALE_SINGLE,none,2,vehicle,40,none,own,2,skilled_office,2,yes,yes,0
NO_CHECK_A,18,existing_paid,radio_tv,1505,lt_100DM,1to4YR,4,MALE_SINGLE,none,2,no_property,32,none,for_free,1,mgmt_selfemp,1,yes,yes,0
GT_200DM,24,critical_acc,radio_tv,3148,NO_SAVINGS_ACC,1to4YR,3,MALE_SINGLE,none,2,vehicle,31,none,own,2,skilled_office,1,yes,yes,0
0to200DM,20,no_credit,car_used,6148,100_500DM,GT_7YR,3,MALE_MARRIED,none,4,vehicle,31,bank,own,2,skilled_office,1,yes,yes,0
GT_200DM,9,no_credit,radio_tv,1337,lt_100DM,LT_1YR,4,MALE_SINGLE,none,2,vehicle,34,none,own,2,mgmt_selfemp,1,yes,yes,1
0to200DM,6,credit_thisbank_paid,education,433,GT_1000DM,LT_1YR,4,FEMALE_DIVORCED,none,2,savings,24,bank,rent,1,skilled_office,2,none,yes,1
LT_0DM,12,existing_paid,car_new,1228,lt_100DM,1to4YR,4,FEMALE_DIVORCED,none,2,real_estate,24,none,own,1,unskilled_res,1,none,yes,1
0to200DM,9,existing_paid,radio_tv,790,500_1000DM,1to4YR,4,FEMALE_DIVORCED,none,3,real_estate,66,none,own,1,unskilled_res,1,none,yes,0
NO_CHECK_A,27,existing_paid,car_new,2570,lt_100DM,1to4YR,3,FEMALE_DIVORCED,none,3,real_estate,21,none,rent,1,skilled_office,1,none,yes,1
NO_CHECK_A,6,critical_acc,car_new,250,GT_1000DM,1to4YR,2,FEMALE_DIVORCED,none,2,real_estate,41,bank,own,2,unskilled_res,1,none,yes,0
NO_CHECK_A,15,critical_acc,radio_tv,1316,500_1000DM,1to4YR,2,MALE_MARRIED,none,2,savings,47,none,own,2,unskilled_res,1,none,yes,0
LT_0DM,18,existing_paid,radio_tv,1882,lt_100DM,1to4YR,4,FEMALE_DIVORCED,none,4,vehicle,25,bank,rent,2,skilled_office,1,none,yes,1
0to200DM,48,credit_thisbank_paid,business,6416,lt_100DM,GT_7YR,4,FEMALE_DIVORCED,none,3,no_property,59,none,rent,1,skilled_office,1,none,yes,1
GT_200DM,24,critical_acc,business,1275,GT_1000DM,1to4YR,2,MALE_DIVORCED,none,4,real_estate,36,none,own,2,skilled_office,1,yes,yes,0
0to200DM,24,delay_in_past,radio_tv,6403,lt_100DM,LT_1YR,1,MALE_SINGLE,none,2,vehicle,33,none,own,1,skilled_office,1,none,yes,0
LT_0DM,24,existing_paid,radio_tv,1987,lt_100DM,1to4YR,2,MALE_SINGLE,none,4,real_estate,21,none,rent,1,unskilled_res,2,none,yes,1
0to200DM,8,existing_paid,radio_tv,760,lt_100DM,4to7YR,4,FEMALE_DIVORCED,guarantor,2,real_estate,44,none,own,1,unskilled_res,1,none,yes,0
NO_CHECK_A,24,existing_paid,car_used,2603,GT_1000DM,1to4YR,2,FEMALE_DIVORCED,none,4,vehicle,28,none,rent,1,skilled_office,1,yes,yes,0
NO_CHECK_A,4,critical_acc,car_new,3380,lt_100DM,4to7YR,1,FEMALE_DIVORCED,none,1,real_estate,37,none,own,1,skilled_office,2,none,yes,0
0to200DM,36,credit_thisbank_paid,dom_app,3990,NO_SAVINGS_ACC,LT_1YR,3,FEMALE_DIVORCED,none,2,no_property,29,bank,own,1,unskilled_non_res,1,none,yes,0
0to200DM,24,existing_paid,car_used,11560,lt_100DM,1to4YR,1,FEMALE_DIVORCED,none,4,vehicle,23,none,rent,2,mgmt_selfemp,1,none,yes,1
LT_0DM,18,existing_paid,car_new,4380,100_500DM,1to4YR,3,MALE_SINGLE,none,4,vehicle,35,none,own,1,unskilled_res,2,yes,yes,0
NO_CHECK_A,6,critical_acc,car_new,6761,lt_100DM,4to7YR,1,MALE_SINGLE,none,3,no_property,45,none,own,2,mgmt_selfemp,2,yes,yes,0
0to200DM,30,no_credit,business,4280,100_500DM,1to4YR,4,FEMALE_DIVORCED,none,4,vehicle,26,none,rent,2,unskilled_res,1,none,yes,1
LT_0DM,24,credit_thisbank_paid,car_new,2325,100_500DM,4to7YR,2,MALE_SINGLE,none,3,vehicle,32,bank,own,1,skilled_office,1,none,yes,0
0to200DM,10,credit_thisbank_paid,radio_tv,1048,lt_100DM,1to4YR,4,MALE_SINGLE,none,4,real_estate,23,stores,own,1,unskilled_res,1,none,yes,0
NO_CHECK_A,21,existing_paid,radio_tv,3160,NO_SAVINGS_ACC,GT_7YR,4,MALE_SINGLE,none,3,savings,41,none,own,1,skilled_office,1,yes,yes,0
LT_0DM,24,credit_thisbank_paid,furn_equip,2483,500_1000DM,1to4YR,4,MALE_SINGLE,none,4,real_estate,22,stores,own,1,skilled_office,1,yes,yes,0
LT_0DM,39,critical_acc,furn_equip,14179,NO_SAVINGS_ACC,4to7YR,4,MALE_SINGLE,none,4,savings,30,none,own,2,mgmt_selfemp,1,yes,yes,0
LT_0DM,13,critical_acc,business,1797,lt_100DM,LT_1YR,3,MALE_SINGLE,none,1,savings,28,bank,own,2,unskilled_res,1,none,yes,0
LT_0DM,15,existing_paid,car_new,2511,lt_100DM,unemployed,1,FEMALE_DIVORCED,none,4,vehicle,23,none,rent,1,skilled_office,1,none,yes,0
LT_0DM,12,existing_paid,car_new,1274,lt_100DM,LT_1YR,3,FEMALE_DIVORCED,none,1,real_estate,37,none,own,1,unskilled_res,1,none,yes,1
NO_CHECK_A,21,existing_paid,car_used,5248,NO_SAVINGS_ACC,1to4YR,1,MALE_SINGLE,none,3,vehicle,26,none,own,1,skilled_office,1,none,yes,0
NO_CHECK_A,15,existing_paid,car_used,3029,lt_100DM,4to7YR,2,MALE_SINGLE,none,2,vehicle,33,none,own,1,skilled_office,1,none,yes,0
LT_0DM,6,existing_paid,furn_equip,428,lt_100DM,GT_7YR,2,FEMALE_DIVORCED,none,1,savings,49,bank,own,1,skilled_office,1,yes,yes,0
LT_0DM,18,existing_paid,car_new,976,lt_100DM,LT_1YR,1,FEMALE_DIVORCED,none,2,vehicle,23,none,own,1,unskilled_res,1,none,yes,1
0to200DM,12,existing_paid,business,841,100_500DM,4to7YR,2,FEMALE_DIVORCED,none,4,real_estate,23,none,rent,1,unskilled_res,1,none,yes,0
NO_CHECK_A,30,critical_acc,radio_tv,5771,lt_100DM,4to7YR,4,FEMALE_DIVORCED,none,2,vehicle,25,none,own,2,skilled_office,1,none,yes,0
NO_CHECK_A,12,delay_in_past,repairs,1555,GT_1000DM,GT_7YR,4,MALE_SINGLE,none,4,no_property,55,none,for_free,2,skilled_office,2,none,yes,1
LT_0DM,24,existing_paid,car_new,1285,NO_SAVINGS_ACC,4to7YR,4,FEMALE_DIVORCED,none,4,no_property,32,none,rent,1,skilled_office,1,none,yes,1
GT_200DM,6,critical_acc,car_new,1299,lt_100DM,1to4YR,1,MALE_SINGLE,none,1,real_estate,74,none,own,3,unskilled_non_res,2,none,no,0
GT_200DM,15,critical_acc,radio_tv,1271,NO_SAVINGS_ACC,1to4YR,3,MALE_SINGLE,none,4,no_property,39,none,for_free,2,skilled_office,1,yes,yes,1
NO_CHECK_A,24,existing_paid,car_new,1393,lt_100DM,1to4YR,2,MALE_SINGLE,guarantor,2,real_estate,31,none,own,1,skilled_office,1,yes,yes,0
LT_0DM,12,critical_acc,car_new,691,lt_100DM,GT_7YR,4,MALE_SINGLE,none,3,savings,35,none,own,2,skilled_office,1,none,yes,1
NO_CHECK_A,15,critical_acc,car_new,5045,NO_SAVINGS_ACC,GT_7YR,1,FEMALE_DIVORCED,none,4,vehicle,59,none,own,1,skilled_office,1,yes,yes,0
LT_0DM,18,critical_acc,furn_equip,2124,lt_100DM,1to4YR,4,FEMALE_DIVORCED,none,4,real_estate,24,none,rent,2,skilled_office,1,none,yes,1
LT_0DM,12,existing_paid,radio_tv,2214,lt_100DM,1to4YR,4,MALE_SINGLE,none,3,savings,24,none,own,1,unskilled_res,1,none,yes,0
NO_CHECK_A,21,critical_acc,car_new,12680,NO_SAVINGS_ACC,GT_7YR,4,MALE_SINGLE,none,4,no_property,30,none,for_free,1,mgmt_selfemp,1,yes,yes,1
NO_CHECK_A,24,critical_acc,car_new,2463,100_500DM,4to7YR,4,MALE_MARRIED,none,3,savings,27,none,own,2,skilled_office,1,yes,yes,0
0to200DM,12,existing_paid,radio_tv,1155,lt_100DM,GT_7YR,3,MALE_MARRIED,guarantor,3,real_estate,40,bank,own,2,unskilled_res,1,none,yes,0
LT_0DM,30,existing_paid,furn_equip,3108,lt_100DM,LT_1YR,2,MALE_DIVORCED,none,4,savings,31,none,own,1,unskilled_res,1,none,yes,1
NO_CHECK_A,10,existing_paid,car_used,2901,NO_SAVINGS_ACC,LT_1YR,1,FEMALE_DIVORCED,none,4,real_estate,31,none,rent,1,skilled_office,1,none,yes,0
0to200DM,12,critical_acc,furn_equip,3617,lt_100DM,GT_7YR,1,MALE_SINGLE,none,4,vehicle,28,none,rent,3,skilled_office,1,yes,yes,0
NO_CHECK_A,12,critical_acc,radio_tv,1655,lt_100DM,GT_7YR,2,MALE_SINGLE,none,4,real_estate,63,none,own,2,unskilled_res,1,yes,yes,0
LT_0DM,24,existing_paid,car_used,2812,NO_SAVINGS_ACC,GT_7YR,2,FEMALE_DIVORCED,none,4,real_estate,26,none,rent,1,skilled_office,1,none,yes,0
LT_0DM,36,critical_acc,education,8065,lt_100DM,1to4YR,3,FEMALE_DIVORCED,none,2,no_property,25,none,own,2,mgmt_selfemp,1,yes,yes,1
NO_CHECK_A,21,critical_acc,car_used,3275,lt_100DM,GT_7YR,1,MALE_SINGLE,none,4,vehicle,36,none,own,1,mgmt_selfemp,1,yes,yes,0
NO_CHECK_A,24,critical_acc,radio_tv,2223,100_500DM,GT_7YR,4,MALE_SINGLE,none,4,savings,52,bank,own,2,skilled_office,1,none,yes,0
GT_200DM,12,critical_acc,car_new,1480,500_1000DM,unemployed,2,MALE_SINGLE,none,4,no_property,66,bank,for_free,3,unskilled_non_res,1,none,yes,0
LT_0DM,24,existing_paid,car_new,1371,NO_SAVINGS_ACC,1to4YR,4,FEMALE_DIVORCED,none,4,real_estate,25,none,rent,1,skilled_office,1,none,yes,1
NO_CHECK_A,36,critical_acc,car_new,3535,lt_100DM,4to7YR,4,MALE_SINGLE,none,4,vehicle,37,none,own,2,skilled_office,1,yes,yes,0
LT_0DM,18,existing_paid,radio_tv,3509,lt_100DM,4to7YR,4,FEMALE_DIVORCED,guarantor,1,real_estate,25,none,own,1,skilled_office,1,none,yes,0
NO_CHECK_A,36,critical_acc,car_used,5711,GT_1000DM,GT_7YR,4,MALE_SINGLE,none,2,vehicle,38,none,own,2,mgmt_selfemp,1,yes,yes,0
0to200DM,18,existing_paid,repairs,3872,lt_100DM,unemployed,2,FEMALE_DIVORCED,none,4,vehicle,67,none,own,1,skilled_office,1,yes,yes,0
0to200DM,39,critical_acc,radio_tv,4933,lt_100DM,4to7YR,2,MALE_SINGLE,guarantor,2,real_estate,25,none,own,2,skilled_office,1,none,yes,1
NO_CHECK_A,24,critical_acc,car_new,1940,GT_1000DM,GT_7YR,4,MALE_SINGLE,none,4,real_estate,60,none,own,1,skilled_office,1,yes,yes,0
0to200DM,12,no_credit,retrain,1410,lt_100DM,1to4YR,2,MALE_SINGLE,none,2,real_estate,31,none,own,1,unskilled_res,1,yes,yes,0
0to200DM,12,existing_paid,car_new,836,100_500DM,LT_1YR,4,FEMALE_DIVORCED,none,2,savings,23,bank,own,1,unskilled_res,1,none,yes,1
0to200DM,20,existing_paid,car_used,6468,NO_SAVINGS_ACC,unemployed,1,MALE_DIVORCED,none,4,real_estate,60,none,own,1,mgmt_selfemp,1,yes,yes,0
0to200DM,18,existing_paid,business,1941,GT_1000DM,1to4YR,4,MALE_SINGLE,none,2,savings,35,none,own,1,unskilled_res,1,yes,yes,0
NO_CHECK_A,22,existing_paid,radio_tv,2675,500_1000DM,GT_7YR,3,MALE_SINGLE,none,4,vehicle,40,none,own,1,skilled_office,1,none,yes,0
NO_CHECK_A,48,critical_acc,car_used,2751,NO_SAVINGS_ACC,GT_7YR,4,MALE_SINGLE,none,3,vehicle,38,none,own,2,skilled_office,2,yes,yes,0
0to200DM,48,delay_in_past,education,6224,lt_100DM,GT_7YR,4,MALE_SINGLE,none,4,no_property,50,none,for_free,1,skilled_office,1,none,yes,1
LT_0DM,40,critical_acc,education,5998,lt_100DM,1to4YR,4,MALE_SINGLE,none,3,no_property,27,bank,own,1,skilled_office,1,yes,yes,1
0to200DM,21,existing_paid,business,1188,lt_100DM,GT_7YR,2,FEMALE_DIVORCED,none,4,savings,39,none,own,1,skilled_office,2,none,yes,1
NO_CHECK_A,24,existing_paid,car_used,6313,NO_SAVINGS_ACC,GT_7YR,3,MALE_SINGLE,none,4,vehicle,41,none,own,1,mgmt_selfemp,2,yes,yes,0
NO_CHECK_A,6,critical_acc,furn_equip,1221,NO_SAVINGS_ACC,1to4YR,1,MALE_MARRIED,none,2,savings,27,none,own,2,skilled_office,1,none,yes,0
GT_200DM,24,existing_paid,furn_equip,2892,lt_100DM,GT_7YR,3,MALE_DIVORCED,none,4,no_property,51,none,for_free,1,skilled_office,1,none,yes,0
NO_CHECK_A,24,existing_paid,furn_equip,3062,500_1000DM,GT_7YR,4,MALE_SINGLE,none,3,no_property,32,none,rent,1,skilled_office,1,yes,yes,0
NO_CHECK_A,9,existing_paid,furn_equip,2301,100_500DM,LT_1YR,2,FEMALE_DIVORCED,none,4,savings,22,none,rent,1,skilled_office,1,none,yes,0
LT_0DM,18,existing_paid,car_used,7511,NO_SAVINGS_ACC,GT_7YR,1,MALE_SINGLE,none,4,savings,51,none,for_free,1,skilled_office,2,yes,yes,1
NO_CHECK_A,12,critical_acc,furn_equip,1258,lt_100DM,LT_1YR,2,FEMALE_DIVORCED,none,4,savings,22,none,rent,2,unskilled_res,1,none,yes,0
NO_CHECK_A,24,delay_in_past,car_new,717,NO_SAVINGS_ACC,GT_7YR,4,MALE_MARRIED,none,4,vehicle,54,none,own,2,skilled_office,1,yes,yes,0
0to200DM,9,existing_paid,car_new,1549,NO_SAVINGS_ACC,LT_1YR,4,MALE_SINGLE,none,2,real_estate,35,none,own,1,unskilled_non_res,1,none,yes,0
NO_CHECK_A,24,critical_acc,education,1597,lt_100DM,GT_7YR,4,MALE_SINGLE,none,4,no_property,54,none,for_free,2,skilled_office,2,none,yes,0
0to200DM,18,critical_acc,radio_tv,1795,lt_100DM,GT_7YR,3,FEMALE_DIVORCED,guarantor,4,real_estate,48,bank,rent,2,unskilled_res,1,yes,yes,0
LT_0DM,20,critical_acc,furn_equip,4272,lt_100DM,GT_7YR,1,FEMALE_DIVORCED,none,4,savings,24,none,own,2,skilled_office,1,none,yes,0
NO_CHECK_A,12,critical_acc,radio_tv,976,NO_SAVINGS_ACC,GT_7YR,4,MALE_SINGLE,none,4,vehicle,35,none,own,2,skilled_office,1,none,yes,0
0to200DM,12,existing_paid,car_new,7472,NO_SAVINGS_ACC,unemployed,1,FEMALE_DIVORCED,none,2,real_estate,24,none,rent,1,unskilled_non_res,1,none,yes,0
LT_0DM,36,existing_paid,car_new,9271,lt_100DM,4to7YR,2,MALE_SINGLE,none,1,vehicle,24,none,own,1,skilled_office,1,yes,yes,1
0to200DM,6,existing_paid,radio_tv,590,lt_100DM,LT_1YR,3,MALE_MARRIED,none,3,real_estate,26,none,own,1,unskilled_res,1,none,no,0
NO_CHECK_A,12,critical_acc,radio_tv,930,NO_SAVINGS_ACC,GT_7YR,4,MALE_SINGLE,none,4,real_estate,65,none,own,4,skilled_office,1,none,yes,0
0to200DM,42,credit_thisbank_paid,car_used,9283,lt_100DM,unemployed,1,MALE_SINGLE,none,2,no_property,55,bank,for_free,1,mgmt_selfemp,1,yes,yes,0
0to200DM,15,no_credit,car_new,1778,lt_100DM,LT_1YR,2,FEMALE_DIVORCED,none,1,real_estate,26,none,rent,2,unskilled_non_res,1,none,yes,1
0to200DM,8,existing_paid,business,907,lt_100DM,LT_1YR,3,MALE_MARRIED,none,2,real_estate,26,none,own,1,skilled_office,1,yes,yes,0
0to200DM,6,existing_paid,radio_tv,484,lt_100DM,4to7YR,3,MALE_MARRIED,guarantor,3,real_estate,28,bank,own,1,unskilled_res,1,none,yes,0
LT_0DM,36,critical_acc,car_used,9629,lt_100DM,4to7YR,4,MALE_SINGLE,none,4,vehicle,24,none,own,2,skilled_office,1,yes,yes,1
